Name	Glottocode	Area	Longitude	Latitude	classification	Countries	Family_ID
Bwaidoka	bwai1242	NG area	150.297	-9.51158	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/bwai1244	PG	aust1307
Bwanabwana	bwan1241	NG area	151.034	-10.6599	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/suau1243	PG	aust1307
Casuarina Coast Asmat	casu1237	NG area	138.566	-6.43005	nucl1709/cent2116/asma1256/asma1257	ID	nucl1709
Central Masela	cent2072	NG area	129.865	-8.15414	aust1307/mala1545/timo1265/sout3382/baba1274/sout2881/mase1249	ID	aust1307
Central Asmat	cent2117	NG area	138.471	-5.80391	nucl1709/cent2116/asma1256/asma1257/cent2247	ID	nucl1709
Central Awyu	cent2118	NG area	139.693	-6.29363	nucl1709/cent2116/awyu1265/grea1275/awyu1263/awyu1264/mapp1234	ID	nucl1709
Chambri	cham1313	NG area	143.097	-4.27831	lowe1437/lowe1423	PG	lowe1437
Changriwa	chan1319	NG area	143.696	-4.28364	yuat1252	PG	yuat1252
Cheke Holo	chek1238	NG area	159.625	-8.27055	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/sant1458/east2452	SB	aust1307
Chenapian	chen1259	NG area	142.317	-4.25154	sepi1257/iwam1259/woga1248	PG	sepi1257
Chuave	chua1250	NG area	145.139	-6.17824	nucl1709/cent2120/simb1258/chua1249	PG	nucl1709
Citak	cita1245	NG area	139.461	-5.58276	nucl1709/cent2116/asma1256/asma1257/cita1246	ID	nucl1709
Daantanai'	daan1235	NG area	155.748	-6.43363	sout2948/nasi1247/nasi1248/sout3363/sout3364	PG	sout2948
Dabe	dabe1239	NG area	139.116	-2.05082	toro1256/tora1268/coas1312	ID	toro1256
Dadibi	dadi1250	NG area	144.511	-6.65765	tebe1251	PG	tebe1251
Daga	daga1275	NG area	149.263	-9.9747	daga1274/cent2401/sout3381	PG	daga1274
Dai	daii1240	NG area	129.687	-7.55894	aust1307/mala1545/timo1265/sout3382/baba1274/nort2859	ID	aust1307
Damal	dama1272	NG area	137.496	-4.17345	NA	ID	NA
Dambi	damb1246	NG area	146.474	-7.00587	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239/damb1252	PG	aust1307
Danaru	dana1254	NG area	145.457	-5.53634	nucl1709/mada1298/raic1241/peka1243/urig1241	PG	nucl1709
Dano	dano1240	NG area	145.254	-5.92188	nucl1709/kain1273/goro1272/nucl1760/gahu1246	PG	nucl1709
Daonda	daon1243	NG area	141.22	-3.31443	bord1247/wari1265/nucl1773/simo1242	PG	bord1247
Dao	daoo1238	NG area	136.421	-3.28643	nucl1709/pani1259/auye1239	ID	nucl1709
Dawawa	dawa1242	NG area	149.999	-10.1692	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/kaka1266	PG	aust1307
Dawera-Daweloor	dawe1237	NG area	130.06	-7.76324	aust1307/mala1545/timo1265/sout3382/baba1274/nort2859	ID	aust1307
Dedua	dedu1240	NG area	147.627	-6.38206	nucl1709/fini1244/huon1246/west2795/rawl1234/pind1245	PG	nucl1709
Degenan	dege1247	NG area	146.572	-5.70892	nucl1709/fini1244/fini1245/waru1269/nucl1777/dege1250	PG	nucl1709
Dela-Oenale	dela1251	NG area	122.852	-10.8469	aust1307/mala1545/timo1265/rote1234/west2955	ID	aust1307
Demisa	demi1242	NG area	136.694	-2.54564	geel1240	ID	geel1240
Dem	demm1245	NG area	137.632	-3.72183	NA	ID	NA
Demta	demt1241	NG area	140.166	-2.38475	sent1261	ID	sent1261
Dengka	deng1253	NG area	122.946	-10.7866	aust1307/mala1545/timo1265/rote1234/west2955/deng1254	ID	aust1307
Dera (Indonesia)	dera1245	NG area	140.947	-3.52309	sena1264	ID;PG	sena1264
Dhao	dhao1237	NG area	122.658	-10.8098	aust1307/mala1545/bima1248/flor1240/sumb1242/hawu1234	ID	aust1307
Alu-Sinagen	diaa1238	NG area	142.248	-3.38837	nucl1708/wape1249/cent2407/wape1250/galu1240	PG	nucl1708
Dibiyaso	dibi1240	NG area	142.779	-7.82096	NA	PG	NA
Dima	dima1252	NG area	149.605	-9.70322	daga1274/cent2401	PG	daga1274
Gavak	dimi1244	NG area	145.676	-4.8296	nucl1709/mada1298/croi1234/grea1298/nort3379	PG	nucl1709
Diodio	diod1237	NG area	150.168	-9.38654	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241	PG	aust1307
Diuwe	diuw1238	NG area	139.455	-5.12627	nucl1709/cent2116/asma1256/asma1257/cita1246	ID	nucl1709
Dobel	dobe1238	NG area	134.638	-6.32531	aust1307/mala1545/aruu1241/cent2309/dobe1243	ID	aust1307
Dobu	dobu1241	NG area	150.825	-9.63239	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/dobu1240	PG	aust1307
Doga	doga1238	NG area	149.841	-9.63698	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/arei1235/ared1234	PG	aust1307
Doghoro	dogh1241	NG area	148.766	-9.13688	nucl1709/bina1276/bina1279/nucl1603/sout2934/coas1297/baru1268	PG	nucl1709
Dom	domm1246	NG area	144.895	-6.03737	nucl1709/cent2120/simb1258/nucl1617/kuma1279	PG	nucl1709
Domu	domu1245	NG area	148.45	-10.151	mail1249	PG	mail1249
Domung	domu1246	NG area	146.682	-5.81856	nucl1709/fini1244/fini1245/yupn1242/bwan1242	PG	nucl1709
Doromu-Koki	doro1266	NG area	147.986	-9.56687	manu1261	PG	manu1261
Dororo	doro1267	NG area	157.767	-8.30556	book1242	SB	book1242
Doso	doso1239	NG area	142.656	-7.85806	doso1238	PG	doso1238
Doutai	dout1240	NG area	138.22	-3.24832	lake1255/tari1255/east2502/dout1239	ID	lake1255
Dre	dree1234	NG area	141.68	-8.5	more1255/more1256/namb1292/nama1270	PG	more1255
Duau	duau1237	NG area	151.218	-10.187	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/dobu1240	PG	aust1307
Dubu	dubu1240	NG area	140.768	-3.62591	pauw1244/west2611	ID	pauw1244
Duduela	dudu1240	NG area	145.642	-5.43119	nucl1709/mada1298/raic1241/nuru1240	PG	nucl1709
Duke	duke1237	NG area	157.064	-7.97768	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/west2857	SB	aust1307
Dumpu	dump1243	NG area	145.655	-5.82002	nucl1709/mada1298/raic1241/evap1240	PG	nucl1709
Dumun	dumu1246	NG area	146.082	-5.55315	nucl1709/mada1298/raic1241/yaga1258	PG	nucl1709
Duna	duna1248	NG area	142.475	-5.41439	NA	PG	NA
Duriankere	duri1243	NG area	130.925	-1.38946	inan1242	ID	inan1242
Dusner	dusn1237	NG area	134.391	-2.73859	aust1307/mala1545/east2712/sout3229/cend1238/biak1249	ID	aust1307
Duvle-Wano-Pidgin	duvl1238	NG area	138.200358	-3.013068	pidg1258/duvl1243	ID	pidg1258
Duvle	duvl1242	NG area	137.964	-3.21832	lake1255/tari1255	ID	lake1255
Duwet	duwe1237	NG area	146.841	-6.45752	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/mark1257/lowe1411/busu1245	PG	aust1307
East Makian	east2440	NG area	127.423	0.07337	aust1307/mala1545/east2712/sout3229/raja1255/sout3231/east2439	ID	aust1307
East Masela	east2462	NG area	129.873	-8.13455	aust1307/mala1545/timo1265/sout3382/baba1274/sout2881/mase1249	ID	aust1307
East Tarangan	east2465	NG area	134.288	-6.76213	aust1307/mala1545/aruu1241	ID	aust1307
East Damar	east2472	NG area	128.636	-7.16991	aust1307/mala1545/timo1265/sout3382	ID	aust1307
East Kewa	east2516	NG area	143.931	-6.32989	nucl1709/enga1254/kewa1249/anga1291/anga1313/kewa1250/sout3252	PG	nucl1709
Edera Awyu	eder1237	NG area	139.914	-7.0038	nucl1709/cent2116/awyu1265/grea1275/awyu1263/awyu1264	ID	nucl1709
Edolo	edol1239	NG area	142.65	-6.11618	bosa1245/etor1234	PG	bosa1245
Edopi	edop1238	NG area	137.387	-3.11078	lake1255/tari1255/cent2110	ID	lake1255
Eipomek	eipo1242	NG area	140.045	-4.33691	nucl1709/mekk1240/east2504	ID	nucl1709
Eitiep	eiti1240	NG area	142.555	-3.51561	nucl1708/komb1276/komb1271/komb1275	PG	nucl1708
Ekari	ekar1243	NG area	136.018	-3.88974	nucl1709/pani1259/meew1234	ID	nucl1709
Elepi	elep1240	NG area	143.93	-3.7505	nucl1708/mari1433/elep1241	PG	nucl1708
Elkei	elke1240	NG area	142.093	-3.45544	nucl1708/wape1249/cent2407/wape1250/auol1234/oloe1234	PG	nucl1708
Elpaputih	elpa1240	NG area	128.263	-3.078	book1242	ID	book1242
Elseng	else1239	NG area	140.418	-3.00176	NA	ID	NA
Elu	eluu1241	NG area	147.101	-1.99841	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/east2460/kurt1251/kurt1252	PG	aust1307
Emplawas	empl1237	NG area	129.721	-8.03209	aust1307/mala1545/timo1265/sout3382/baba1274/sout2881/sout2882	ID	aust1307
Emumu	emum1240	NG area	140.903	-3.74242	pauw1244/east2530	ID	pauw1244
Ende	ende1246	NG area	121.555	-8.70998	aust1307/mala1545/bima1248/flor1240/flor1241/ngad1265/ngad1266/ende1245/ende1247	ID	aust1307
Enga	enga1252	NG area	143.685	-5.45619	nucl1709/enga1254/enga1251	PG	nucl1709
Enga Sign Language	enga1253	NG area	143.441436	-5.408371	sign1238/vill1244	PG	sign1238
Erave	erav1244	NG area	143.918	-6.55011	nucl1709/enga1254/kewa1249/anga1291/anga1313/kewa1250/sout3252	PG	nucl1709
Ere	eree1241	NG area	147.083	-2.15569	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/east2460/kurt1251	PG	aust1307
Eritai	erit1239	NG area	138.053	-2.71182	lake1255/tari1255/east2502/erit1238	ID	lake1255
Erokwanas	erok1237	NG area	132.705	-2.83746	aust1307/mala1545/tani1260/east2900/bomb1263	ID	aust1307
Ese	esee1247	NG area	148.376	-9.09451	koia1260/bara1376	PG	koia1260
Ewage-Notu	ewag1241	NG area	148.405	-8.68756	nucl1709/bina1276/bina1279/nucl1603/sout2934/coas1297	PG	nucl1709
Kulsab	fait1240	NG area	145.298	-5.59947	nucl1709/mada1298/kala1403/sout3148/soge1235/east2767	PG	nucl1709
Faiwol	faiw1243	NG area	141.656	-5.4967	nucl1709/cent2116/awyu1265/okok1235/okkk1242/moun1253/divi1235/tifa1246/tifa1247/faiw1245	ID;PG	nucl1709
Momu-Fas	fass1245	NG area	141.64	-3.10868	baib1250	PG	baib1250
Fasu	fasu1242	NG area	143.284	-6.62687	NA	PG	NA
Fataluku	fata1247	NG area	127.08	-8.49464	timo1261/east2520/fata1246	TL	timo1261
Fayu	fayu1238	NG area	136.867	-3.14497	lake1255/tari1255/west2582/fayu1239	ID	lake1255
Fembe	femb1238	NG area	142.254	-5.71596	east2433	PG	east2433
Finongan	fino1238	NG area	146.629	-6.33005	nucl1709/fini1244/fini1245/erap1240/finu1234	PG	nucl1709
Fiwaga	fiwa1240	NG area	143.646	-6.66342	east2499	PG	east2499
Abawiri	foau1240	NG area	139.213	-3.04582	lake1255/east2500	ID	lake1255
Foi	foii1241	NG area	143.495	-6.47258	east2499	PG	east2499
Folopa	folo1238	NG area	144.458	-6.86321	tebe1251	PG	tebe1251
Forak	fora1245	NG area	146.541	-5.69079	nucl1709/fini1244/fini1245/waru1269/nucl1777	PG	nucl1709
Fordata	ford1242	NG area	131.511	-7.28902	aust1307/mala1545/tani1260/keit1238/keif1237	ID	aust1307
Fore	fore1270	NG area	145.5065	-6.64473	nucl1709/kain1273/goro1272/nucl1760/fore1273	PG	nucl1709
Fuyug	fuyu1242	NG area	147.312	-8.6371	NA	PG	NA
Gabutamon	gabu1248	NG area	146.621	-5.8075	book1242	PG	book1242
Gadsup	gads1258	NG area	145.997	-6.31631	nucl1709/kain1273/kain1274/gauw1235/gads1260	PG	nucl1709
Gaikundi	gaik1242	NG area	143.139	-4.01718	nduu1242/nucl1642/sawo1235/bund1258	PG	nduu1242
Gaina	gain1243	NG area	148.59	-9.14409	nucl1709/bina1276/bina1279/nucl1603/sout2934/coas1297/gaen1235	PG	nucl1709
Galeya	gale1257	NG area	150.836	-9.54137	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/dobu1240/bose1238	PG	aust1307
Galela	gale1259	NG area	128.44	2.31461	nort2923/nort2924/main1282/gale1261	ID	nort2923
Gal	gall1278	NG area	145.623	-5.16351	nucl1709/mada1298/croi1234/mabu1247/hans1243/garu1247	PG	nucl1709
Galoli-Talur	galo1243	NG area	125.959	-8.61074	aust1307/mala1545/timo1265/weta1246	ID;TL	aust1307
Gamkonora	gamk1238	NG area	127.506	1.34308	nort2923/nort2924/sahu1244/nucl1759	ID	nort2923
Gane	gane1237	NG area	127.976	-0.42618	aust1307/mala1545/east2712/sout3229/raja1255/sout3231/east2439	ID	aust1307
Ganglau	gang1270	NG area	146.1305	-5.57945	nucl1709/mada1298/raic1241/yaga1258	PG	nucl1709
Gants	gant1244	NG area	144.771	-5.28113	nucl1709/mada1298/kala1403/sout3148/soge1235/east2767	PG	nucl1709
Gao	gaoo1237	NG area	159.789	-8.35163	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/sant1458/east2452	SB	aust1307
Gapapaiwa	gapa1238	NG area	149.854	-9.73317	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/arei1235/boan1246	PG	aust1307
Garus	garu1246	NG area	145.683	-4.9222	nucl1709/mada1298/croi1234/mabu1247/hans1243/remp1242	PG	nucl1709
Gebe	gebe1237	NG area	129.424	-0.07877	aust1307/mala1545/east2712/sout3229/raja1255/sout3231	ID	aust1307
Gedaged	geda1237	NG area	145.781	-5.18175	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/nucl1510	PG	aust1307
Gende	gend1249	NG area	145.177	-5.67528	nucl1709/kain1273/goro1272	PG	nucl1709
Geser-Gorom	gese1240	NG area	130.701	-3.8016	aust1307/mala1545/grea1302/band1354/gese1239/gese1241	ID	aust1307
Ghanongga	ghan1242	NG area	156.552	-8.02035	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/west2857/simb1260/ghan1246	SB	aust1307
Ghayavi	ghay1237	NG area	149.84	-10.011	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/arei1235/boan1246	PG	aust1307
Gimi (West New Britain)	gimi1242	NG area	149.478	-6.02464	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/araw1283/west2530	PG	aust1307
Gimi (Eastern Highlands)	gimi1243	NG area	145.214	-6.42097	nucl1709/kain1273/goro1272/nucl1760/fore1273	PG	nucl1709
Ginuman	ginu1240	NG area	149.7	-10.0298	daga1274/sout3380	PG	daga1274
Girawa	gira1247	NG area	145.423	-5.35342	nucl1709/mada1298/croi1234/mabu1247/koko1271	PG	nucl1709
Gitua	gitu1237	NG area	147.485	-6.0151	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/west2862/tuam1243	PG	aust1307
Gizrra	gizr1240	NG area	142.804	-9.183	east2503	PG	east2503
Gnau	gnau1240	NG area	142.196	-3.59093	nucl1708/unun9969	PG	nucl1708
Gobasi	goba1246	NG area	142.201	-6.48678	east2433/kubo1241	PG	east2433
Gogodala	gogo1265	NG area	142.874	-8.08527	suki1244/gogo1264	PG	suki1244
Golin	goli1247	NG area	144.8505	-6.2249	nucl1709/cent2120/simb1258/nucl1617/goli1246	PG	nucl1709
Gorap	gora1261	NG area	128.261	2.13058	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743/mana1300	ID	aust1307
Gorakor	gora1262	NG area	146.579	-6.85564	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239	PG	aust1307
Gorovu	goro1261	NG area	144.59	-4.52947	lowe1437/ramu1234/agoa1234	PG	lowe1437
Grass Koiari	gras1249	NG area	147.437	-9.51218	koia1260/koia1261/koit1243	PG	koia1260
Gresi	gres1240	NG area	140.279	-2.72229	nimb1257/oute1261/mlap1239/gres1241	ID	nimb1257
Guhu-Samane	guhu1244	NG area	147.228	-7.99922	nucl1709/bina1276	PG	nucl1709
Guliguli	guli1244	NG area	157.564	-8.10266	book1242	SB	book1242
Gumawana	guma1254	NG area	150.762	-9.28497	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848	PG	aust1307
Gumalu	guma1255	NG area	145.618	-5.22189	nucl1709/mada1298/croi1234/mabu1247/gumm1240	PG	nucl1709
Warta Thuntai	gunt1241	NG area	141.253	-8.80806	more1255/more1256/tond1250	PG	more1255
Guramalum	gura1254	NG area	152.933	-4.26666	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/patp1244/mini1257	PG	aust1307
Guriaso	guri1248	NG area	141.597	-3.5718	NA	PG	NA
Gusan	gusa1246	NG area	146.679	-6.28998	nucl1709/fini1244/fini1245/erap1240/finu1234	PG	nucl1709
Guya	guya1251	NG area	146.453	-5.70374	nucl1709/fini1244/fini1245/waru1269/nucl1777/uncl1512	PG	nucl1709
Gwahatike	gwah1244	NG area	146.455	-5.64555	nucl1709/fini1244/fini1245/waru1269	PG	nucl1709
Gweda	gwed1239	NG area	150.421	-10.2173	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/nucl1794/east2762	PG	aust1307
Habu	habu1241	NG area	125.965	-8.76565	aust1307/mala1545/timo1265/east2894/cent2079	TL	aust1307
Hahon	haho1237	NG area	154.801	-5.59031	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/neha1246/nucl1750/buka1262/sapo1252/tinp1238	PG	aust1307
Haigwai	haig1237	NG area	150.256	-10.2741	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/nucl1794/east2762	PG	aust1307
Hakö	hako1237	NG area	154.594	-5.06832	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/neha1246/nucl1750/buka1262/hali1243	PG	aust1307
Halia	hali1244	NG area	154.662	-5.26603	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/neha1246/nucl1750/buka1262/hali1243	PG	aust1307
Hamap	hama1240	NG area	124.522	-8.26749	timo1261/alor1249/nucl1821/west2994/adan1252	ID	timo1261
Hamtai	hamt1247	NG area	146.227	-7.54975	anga1289/nucl1763/kapa1251	PG	anga1289
Hanga Hundi	hang1263	NG area	142.849	-3.90364	nduu1242/nucl1642/ambu1246	PG	nduu1242
Haruku	haru1244	NG area	128.476	-3.57029	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247	ID	aust1307
Haruai	haru1245	NG area	144.3375	-5.09522	piaw1238	PG	piaw1238
Hatam	hata1243	NG area	134.037	-1.13531	hata1242	ID	hata1242
Hauna Trade Language	haun1238	NG area	141.625658	-4.292336	pidg1258/sepi1259	PG	pidg1258
Helong	helo1243	NG area	123.377	-10.2647	aust1307/mala1545/timo1265	ID	aust1307
Hermit	herm1237	NG area	145.075	-1.52891	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2848	PG	aust1307
Hewa	hewa1241	NG area	142.551	-5.03635	sepi1257/sepi1258/west2576/hewa1240	PG	sepi1257
Heyo	heyo1240	NG area	142.471	-3.83003	nucl1708/nucl1590/heyo1241	PG	nucl1708
Trading Eleman	hiri1235	NG area	146.23458	-8.31658	pidg1258/motu1248	PG	pidg1258
Trading Koriki	hiri1236	NG area	144.912033	-7.775138	pidg1258/motu1248	PG	pidg1258
Hiri Motu	hiri1237	NG area	147.083	-9.33333	pidg1258/motu1248	PG	pidg1258
Hitu	hitu1239	NG area	128.186	-3.57478	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ambo1254/nort3236	ID	aust1307
Hoava	hoav1238	NG area	157.595	-8.19679	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/east2761/rovi1239/hoav1239	SB	aust1307
Hoia Hoia-Ukusi-Koperami	hoia1235	NG area	143.7007	-7.8228	anim1240/inla1262/west2867/hoya1236	PG	anim1240
Horuru	horu1241	NG area	129.387	-3.12875	book1242	ID	book1242
Hote	hote1245	NG area	146.869	-7.07708	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/hote1244	PG	aust1307
Hoti of East Seram	hoti1237	NG area	130.168	-3.0083	aust1307/mala1545/grea1302/east2741/seti1249	ID	aust1307
Hoyahoya-Matakaia	hoya1235	NG area	143.2783	-7.7935	anim1240/inla1262/west2867/hoya1236	PG	anim1240
Huaulu	huau1237	NG area	129.202	-2.95835	aust1307/mala1545/nunu1252/pata1263/manu1263	ID	aust1307
Hukumina	huku1237	NG area	126.194	-3.274	aust1307/mala1545/west2817/sula1247/buru1322	ID	aust1307
Hula	hula1239	NG area	147.705	-9.99427	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/sina1272/hula1245	PG	aust1307
Huli	huli1244	NG area	142.963	-5.97212	nucl1709/enga1254/kewa1249	PG	nucl1709
Hulung	hulu1246	NG area	128.587	-2.87389	aust1307/mala1545/nunu1252/thre1238/amal1243/nort3221	ID	aust1307
Humene	hume1246	NG area	147.562	-9.70693	kwal1257/hume1245	PG	kwal1257
Hunjara-Kaina Ke	hunj1241	NG area	147.9	-8.92	nucl1709/bina1276/bina1279/nucl1603/sout2934/orok1268	PG	nucl1709
Hupla	hupl1238	NG area	139.164	-4.36349	nucl1709/dani1287/cent2233/gran1246/sout3374	ID	nucl1709
Iamalele	iama1237	NG area	150.573	-9.45005	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/iama1238	PG	aust1307
Iatmul	iatm1242	NG area	143.316	-4.30064	nduu1242/nucl1642/sawo1235/sawo1234	PG	nduu1242
Iau	iauu1242	NG area	137.69	-3.1453700000000002	lake1255/tari1255/cent2110	ID	lake1255
Ibu	ibuu1240	NG area	127.542	1.50556	nort2923/nort2924/sahu1244	ID	nort2923
Idaté	idat1237	NG area	125.832	-8.76258	aust1307/mala1545/timo1265/east2733	TL	aust1307
Idi-Taeme	idii1243	NG area	142.301	-8.75976	paho1240	PG	paho1240
Iduna	idun1242	NG area	150.24	-9.34361	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/bwai1241/bwai1244	PG	aust1307
Igana	igan1243	NG area	144.841	-4.70942	lowe1437/ramu1234/goam1234/tamo1242/unun9900	PG	lowe1437
Iha	ihaa1241	NG area	132.271	-2.81013	west2604/nucl1641	ID	west2604
Iha-based Pidgin	ihab1241	NG area	132.294	-2.935	pidg1258/ihab1242	ID	pidg1258
Ikobi	ikob1240	NG area	143.618	-7.30342	tura1263/tura1264	PG	tura1263
Ile Ape	ilea1237	NG area	123.442	-8.38636	aust1307/mala1545/bima1248/flor1239/lama1293/nort3216	ID	aust1307
Ili'uun	iliu1237	NG area	125.902	-7.84385	aust1307/mala1545/timo1265/weta1246/weta1245	ID	aust1307
Imbongu	imbo1238	NG area	144.026	-6.13629	nucl1709/cent2120/hage1248/auag1234	PG	nucl1709
Imonda	imon1245	NG area	141.171	-3.31228	bord1247/wari1265/nucl1773	PG	bord1247
Imroing	imro1237	NG area	129.651	-7.96772	aust1307/mala1545/timo1265/sout3382/baba1274/sout2881/sout2882	ID	aust1307
Imunga Trade Language	imun1234	NG area	146.565049	-8.07528	pidg1258/meke1244	PG	pidg1258
Itutang-Inapang	inap1241	NG area	144.9	-4.67614	lowe1437/ramu1234/goam1234/tamo1242	PG	lowe1437
Inebu One	ineb1235	NG area	141.892	-3.38015	nucl1708/west2580/onee1245/cent2238	PG	nucl1708
Inoke-Yate	inok1238	NG area	145.539	-6.32311	nucl1709/kain1273/goro1272/nucl1760/nucl1756/kama1374	PG	nucl1709
Ioi Trade Jargon	ioit1234	NG area	146.586897	-8.103849	pidg1258/meke1244	PG	pidg1258
Ipiko	ipik1244	NG area	144.863	-7.37424	anim1240/inla1262	PG	anim1240
Ipili	ipil1240	NG area	143.089	-5.42586	nucl1709/enga1254/enga1251	PG	nucl1709
Irarutu	irar1238	NG area	133.586	-2.94438	aust1307/mala1545/tani1260/east2900/nabi1238	ID	aust1307
Yerisiam	ires1239	NG area	135.025	-3.62803	aust1307/mala1545/east2712/sout3229/cend1238/sout3230/yaur1240	ID	aust1307
Isabi	isab1240	NG area	145.462	-5.83809	nucl1709/kain1273/goro1272/unun9977	PG	nucl1709
Isebe	iseb1246	NG area	145.691	-5.20719	nucl1709/mada1298/croi1234/mabu1247/gumm1240/pani1263	PG	nucl1709
Isirawa	isir1237	NG area	138.595	-1.88775	kwer1242	ID	kwer1242
Iteri	iter1241	NG area	141.585	-4.11998	left1242/nucl1244/iter1240	PG	left1242
Itik	itik1240	NG area	139.341	-2.18342	toro1256/tora1268	ID	toro1256
Iwal	iwal1237	NG area	146.983	-7.20938	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878	PG	aust1307
Iwam	iwam1256	NG area	141.817	-4.27346	sepi1257/iwam1259/iwam1260	PG	sepi1257
Morop-Dintere	iwur1240	NG area	140.823	-5.11036	nucl1709/cent2116/awyu1265/okok1235/okkk1242	ID	nucl1709
Iyo	iyoo1238	NG area	146.092	-5.84161	nucl1709/fini1244/fini1245/gusa1245/ufim1241	PG	nucl1709
Kia River Awyu	jair1235	NG area	140.104	-6.79732	nucl1709/cent2116/awyu1265/grea1275/awyu1263/awyu1264	ID	nucl1709
